variant_id,variant_name,id,difficulty,question,gold_sql,generated_sql,ex,elapsed_s,error,session_id,agent_result_source,gold_row_count,predicted_row_count,gold_rows_sample,predicted_rows_sample,comparison_details,critical_rule,flags,prompt_tokens,completion_tokens,total_tokens,total_cost_usd
V0,full_pipeline,GT019,medium,Quais os cinco municípios com mais internações obstétricas registradas?,"SELECT mu.nome, COUNT(*) AS total_internacoes FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.codigo_6d WHERE i.""ESPEC"" = 2 GROUP BY mu.nome ORDER BY total_internacoes DESC LIMIT 5;","SELECT mu.nome AS municipio, COUNT(*) AS total_internacoes FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.codigo_6d WHERE i.""ESPEC"" = 2 GROUP BY mu.nome ORDER BY total_internacoes DESC LIMIT 5;",True,8.01,,ablation_20260510T045032_20b0adf9_V0_GT019,results,5,5,"[[""SÃ£o LuÃ­s"", 222673], [""Porto Alegre"", 166478], [""Imperatriz"", 60366], [""Pelotas"", 56523], [""Canoas"", 56065]]","[[""SÃ£o LuÃ­s"", 222673], [""Porto Alegre"", 166478], [""Imperatriz"", 60366], [""Pelotas"", 56523], [""Canoas"", 56065]]","{""gt_size"": 5, ""pred_size"": 5, ""normalized_match"": true}",,{},14202,521,14723,0.001569
V0,full_pipeline,GT021,hard,Quais são os 5 procedimentos mais realizados?,"SELECT p.""NOME_PROC"" AS procedimento, COUNT(*) AS total FROM atendimentos a JOIN procedimentos p ON a.""PROC_REA"" = p.""PROC_REA"" GROUP BY p.""NOME_PROC"" ORDER BY total DESC LIMIT 5;","SELECT p.""NOME_PROC"", COUNT(*) AS total FROM atendimentos a JOIN internacoes i ON a.""N_AIH"" = i.""N_AIH"" JOIN procedimentos p ON a.""PROC_REA"" = p.""PROC_REA"" GROUP BY p.""NOME_PROC"" ORDER BY total DESC LIMIT 5;",True,11.81,,ablation_20260510T045032_20b0adf9_V0_GT021,results,5,5,"[[""PARTO NORMAL"", 3190054], [""TRATAMENTO DE PNEUMONIAS OU INFLUENZA (GRIPE)"", 2382792], [""PARTO CESARIANO"", 1803442], [""TRATAMENTO DE DOENCAS INFECCIOSAS INTESTINAIS"", 1601458], [""TRATAMENTO DAS DOENCAS CRONICAS DAS VIAS AEREAS INFERIORES"", 1052514]]","[[""PARTO NORMAL"", 3190054], [""TRATAMENTO DE PNEUMONIAS OU INFLUENZA (GRIPE)"", 2382792], [""PARTO CESARIANO"", 1803442], [""TRATAMENTO DE DOENCAS INFECCIOSAS INTESTINAIS"", 1601458], [""TRATAMENTO DAS DOENCAS CRONICAS DAS VIAS AEREAS INFERIORES"", 1052514]]","{""gt_size"": 5, ""pred_size"": 5, ""normalized_match"": true}",,{},18259,665,18924,0.002802
V0,full_pipeline,GT022,easy,Quantos hospitais registraram pelo menos uma morte?,"SELECT COUNT(DISTINCT ""CNES"") AS hospitais_com_mortes FROM internacoes WHERE ""MORTE"" = true;","SELECT COUNT(DISTINCT i.""CNES"") AS total FROM internacoes i WHERE i.""MORTE"" = true GROUP BY i.""CNES"";",False,8.96,,ablation_20260510T045032_20b0adf9_V0_GT022,results,1,610,[[610]],"[[1], [1], [1], [1], [1]]","{""size_mismatch"": true, ""gt_size"": 1, ""pred_size"": 610, ""size_difference"": 609}",,{},17962,391,18353,0.002526
V0,full_pipeline,GT023,medium,Quantas internações de UTI resultaram em óbito?,"SELECT COUNT(*) AS uti_com_obito FROM internacoes WHERE ""VAL_UTI"" > 0 AND ""MORTE"" = true;","SELECT COUNT(*) AS total FROM internacoes WHERE ""VAL_UTI"" > 0 AND ""MORTE"" = true;",True,7.82,,ablation_20260510T045032_20b0adf9_V0_GT023,results,1,1,[[265410]],[[265410]],"{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,{},14242,388,14630,0.001495
V0,full_pipeline,GT024,medium,Quais hospitais têm mais de 1000 internações registradas?,"SELECT h.""CNES"", COUNT(i.""N_AIH"") AS total_internacoes FROM hospital h JOIN internacoes i ON h.""CNES"" = i.""CNES"" GROUP BY h.""CNES"" HAVING COUNT(i.""N_AIH"") > 1000 ORDER BY total_internacoes DESC;","SELECT i.""CNES"", COUNT(*) AS total_internacoes FROM internacoes i GROUP BY i.""CNES"" HAVING COUNT(*) > 1000 ORDER BY total_internacoes DESC;",True,10.85,,ablation_20260510T045032_20b0adf9_V0_GT024,results,615,615,"[[2237571, 584036], [2237601, 520527], [2237253, 364465], [2246988, 362948], [2693801, 230113]]","[[2237571, 584036], [2237601, 520527], [2237253, 364465], [2246988, 362948], [2693801, 230113]]","{""gt_size"": 615, ""pred_size"": 615, ""normalized_match"": true}",,{},16724,532,17256,0.001801
V0,full_pipeline,GT025,medium,Quantas internações com VDRL positivo resultaram em morte?,"SELECT COUNT(*) AS vdrl_positivo_obito FROM internacoes WHERE ""IND_VDRL"" = true AND ""MORTE"" = true;","SELECT COUNT(*) AS total FROM internacoes WHERE ""IND_VDRL"" = true AND ""MORTE"" = true;",True,8.25,,ablation_20260510T045032_20b0adf9_V0_GT025,results,1,1,[[819]],[[819]],"{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,{},14217,360,14577,0.001475
V0,full_pipeline,GT026,medium,Qual o valor médio das internações que resultaram em óbito?,"SELECT AVG(""VAL_TOT"") AS valor_medio_obitos FROM internacoes WHERE ""MORTE"" = true AND ""VAL_TOT"" IS NOT NULL;","SELECT ROUND(AVG(""VAL_TOT""), 2) AS valor_medio_internacoes FROM internacoes WHERE ""MORTE"" = true;",True,7.36,,ablation_20260510T045032_20b0adf9_V0_GT026,results,1,1,[[9371.97509554769]],[[9371.98]],"{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,{},13872,357,14229,0.001805
V0,full_pipeline,GT027,medium,Quantas internações obstétricas foram registradas em UTI?,"SELECT COUNT(*) AS obstetricos_uti FROM internacoes WHERE ""ESPEC"" = 2 AND ""VAL_UTI"" > 0;","SELECT COUNT(*) AS total_internacoes_obstetricas_uti FROM internacoes WHERE ""ESPEC"" = 2 AND ""VAL_UTI"" > 0;",True,7.3,,ablation_20260510T045032_20b0adf9_V0_GT027,results,1,1,[[4476]],[[4476]],"{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,{},14012,375,14387,0.001549
V0,full_pipeline,GT028,hard,Quais sao os 10 municípios com mais de 100 internações com a maior taxa de mortalidade?,"SELECT mu.nome AS municipio, COUNT(*) AS total_internacoes, SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) AS total_mortes, ROUND(SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*), 2) AS taxa_mortalidade FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.codigo_6d GROUP BY mu.nome HAVING COUNT(*) > 100 ORDER BY taxa_mortalidade DESC LIMIT 10;","WITH municipio_mortalidade AS ( SELECT mu.""nome"" AS municipio, COUNT(*) AS total_internacoes, SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) AS total_mortes, ROUND(SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*), 2) AS taxa_mortalidade FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.""codigo_6d"" GROUP BY mu.""nome"" HAVING COUNT(*) > 100 ) SELECT municipio, total_internacoes, total_mortes, taxa_mortalidade FROM municipio_mortalidade ORDER BY taxa_mortalidade DESC LIMIT 10;",True,15.55,,ablation_20260510T045032_20b0adf9_V0_GT028,results,10,10,"[[""SÃ£o Bernardo do Campo"", 163, 16, 9.82], [""Rondon do ParÃ¡"", 847, 67, 7.91], [""Santo AntÃ´nio das MissÃµes"", 9197, 708, 7.7], [""Morro Redondo"", 5394, 401, 7.43], [""Pinheiro Machado"", 11204, 833, 7.43]]","[[""SÃ£o Bernardo do Campo"", 163, 16, 9.82], [""Rondon do ParÃ¡"", 847, 67, 7.91], [""Santo AntÃ´nio das MissÃµes"", 9197, 708, 7.7], [""Morro Redondo"", 5394, 401, 7.43], [""Pinheiro Machado"", 11204, 833, 7.43]]","{""gt_size"": 10, ""pred_size"": 10, ""normalized_match"": true}",,{},16377,992,17369,0.002649
V0,full_pipeline,GT029,medium,Qual é o valor médio de UTI para homens?,"SELECT AVG(""VAL_UTI"") AS valor_medio_uti_homens FROM internacoes WHERE ""SEXO"" = 1 AND ""VAL_UTI"" > 0;","SELECT AVG(""VAL_UTI"") AS custo_medio_uti FROM internacoes WHERE ""VAL_UTI"" > 0 AND ""SEXO"" = 1;",True,7.27,,ablation_20260510T045032_20b0adf9_V0_GT029,results,1,1,[[8398.102412023578]],[[8398.102412024085]],"{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,{},14078,385,14463,0.001853
V0,full_pipeline,GT030,easy,Quantas mulheres foram internadas?,"SELECT COUNT(*) AS total_mulheres FROM internacoes WHERE ""SEXO"" = 3;","SELECT COUNT(*) AS total FROM internacoes WHERE ""SEXO"" = 3;",True,6.86,,ablation_20260510T045032_20b0adf9_V0_GT030,results,1,1,[[10759761]],[[10759761]],"{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,{},14142,300,14442,0.001428
V0,full_pipeline,GT031,easy,Qual a latitude e longitude de Porto Alegre?,"SELECT latitude, longitude FROM municipios WHERE nome = 'Porto Alegre';","SELECT ""latitude"", ""longitude"" FROM municipios WHERE ""nome"" = 'Porto Alegre';",True,5.51,,ablation_20260510T045032_20b0adf9_V0_GT031,results,1,1,"[[-30.03179931640625, -51.20650100708008]]","[[-30.03179931640625, -51.20650100708008]]","{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,{},8560,276,8836,0.000979
V0,full_pipeline,GT032,easy,Quantos municípios estão no estado do RS?,SELECT COUNT(*) AS municipios_rs FROM municipios WHERE estado = 'RS';,"SELECT ""estado"", COUNT(""nome"") AS total_municipios FROM municipios WHERE ""estado"" = 'RS' GROUP BY ""estado"", ""nome"";",False,9.61,,ablation_20260510T045032_20b0adf9_V0_GT032,results,1,497,[[497]],"[[""RS"", 1], [""RS"", 1], [""RS"", 1], [""RS"", 1], [""RS"", 1]]","{""size_mismatch"": true, ""gt_size"": 1, ""pred_size"": 497, ""size_difference"": 496}",,{},11506,458,11964,0.00153
V0,full_pipeline,GT033,easy,Qual a idade média dos pacientes internados?,"SELECT AVG(""IDADE"") AS idade_media FROM internacoes WHERE ""IDADE"" IS NOT NULL;","SELECT AVG(""IDADE"") AS idade_media, COUNT(*) AS total_internacoes FROM internacoes;",True,6.63,,ablation_20260510T045032_20b0adf9_V0_GT033,results,1,1,[[40.59221386184653]],"[[40.59221386184653, 18443084]]","{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true, ""projected_match"": true, ""gt_col_count"": 1, ""pred_col_count"": 2, ""matching_column_indices"": [0]}",,{},13928,337,14265,0.001418
V0,full_pipeline,GT034,easy,Quantas internações duraram mais de 30 dias?,"SELECT COUNT(*) FROM internacoes WHERE ""DIAS_PERM"" > 30;","SELECT COUNT(*) AS total FROM internacoes WHERE ""DIAS_PERM"" > 30;",True,8.56,,ablation_20260510T045032_20b0adf9_V0_GT034,results,1,1,[[309971]],[[309971]],"{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,{},14136,321,14457,0.00214
V0,full_pipeline,GT035,medium,Qual o diagnóstico mais comum nas internações?,"SELECT c.""CD_DESCRICAO"" AS diagnostico, COUNT(*) AS total FROM internacoes i JOIN cid c ON i.""DIAG_PRINC"" = c.""CID"" WHERE i.""DIAG_PRINC"" IS NOT NULL GROUP BY c.""CD_DESCRICAO"" ORDER BY total DESC LIMIT 1;","SELECT c.""CD_DESCRICAO"" AS diagnostico, COUNT(*) AS total FROM internacoes i JOIN cid c ON i.""DIAG_PRINC"" = c.""CID"" WHERE i.""DIAG_PRINC"" IS NOT NULL GROUP BY c.""CD_DESCRICAO"" ORDER BY total DESC LIMIT 1;",True,7.84,,ablation_20260510T045032_20b0adf9_V0_GT035,results,1,1,"[[""Parto espontaneo cefalico"", 982066]]","[[""Parto espontaneo cefalico"", 982066]]","{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,{},15843,461,16304,0.001626
V0,full_pipeline,GT036,medium,Quantas internações ocorreram em 2015?,"SELECT COUNT(*) AS internacoes_2015 FROM internacoes WHERE EXTRACT(YEAR FROM ""DT_INTER"") = 2015;","SELECT COUNT(*) AS total FROM internacoes WHERE EXTRACT(YEAR FROM ""DT_INTER"") = 2015;",True,6.42,,ablation_20260510T045032_20b0adf9_V0_GT036,results,1,1,[[1179761]],[[1179761]],"{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,{},13915,309,14224,0.001399
V0,full_pipeline,GT037,medium,Quantos pacientes nasceram antes de 1950?,"SELECT COUNT(*) AS nascidos_antes_1950 FROM internacoes WHERE EXTRACT(YEAR FROM ""NASC"") < 1950;","SELECT COUNT(*) AS total FROM internacoes WHERE EXTRACT(YEAR FROM ""NASC"") < 1950;",True,7.23,,ablation_20260510T045032_20b0adf9_V0_GT037,results,1,1,[[3591686]],[[3591686]],"{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,{},13915,284,14199,0.001384
V0,full_pipeline,GT038,medium,Qual município teve o maior número de internações masculinas em 2020?,"SELECT mu.nome, COUNT(i.""N_AIH"") AS total_internacoes FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.codigo_6d WHERE EXTRACT(YEAR FROM i.""DT_INTER"") = 2020 AND i.""SEXO"" = 1 GROUP BY mu.nome ORDER BY total_internacoes DESC LIMIT 1;","SELECT mu.""nome"" AS municipio, COUNT(*) AS total FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.""codigo_6d"" WHERE i.""SEXO"" = 1 AND EXTRACT(YEAR FROM i.""DT_INTER"") = 2020 GROUP BY mu.""nome"" ORDER BY total DESC LIMIT 1;",True,12.42,,ablation_20260510T045032_20b0adf9_V0_GT038,results,1,1,"[[""Porto Alegre"", 37981]]","[[""Porto Alegre"", 37981]]","{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,{},15645,511,16156,0.002097
V0,full_pipeline,GT039,medium,Quais são as três causas de morte mais frequentes entre mulheres?,"SELECT c.""CD_DESCRICAO"", COUNT(*) AS total_mortes FROM internacoes i JOIN cid c ON i.""CID_MORTE"" = c.""CID"" WHERE i.""SEXO"" = 3 AND i.""MORTE"" = true AND i.""CID_MORTE"" IS NOT NULL GROUP BY c.""CD_DESCRICAO"" ORDER BY total_mortes DESC LIMIT 3;","SELECT c.""CD_DESCRICAO"" AS causa_morte, COUNT(*) AS total_mortes FROM internacoes i JOIN cid c ON i.""CID_MORTE"" = c.""CID"" WHERE i.""MORTE"" = true AND i.""SEXO"" = 3 GROUP BY c.""CD_DESCRICAO"" ORDER BY total_mortes DESC LIMIT 3;",False,11.16,,ablation_20260510T045032_20b0adf9_V0_GT039,results,0,0,[],[],{},,{},19062,822,19884,0.002248
V0,full_pipeline,GT040,easy,Qual a taxa de mortalidade infantil média no Brasil?,SELECT AVG(valor) AS taxa_media_mortalidade_infantil FROM socioeconomico WHERE metrica = 'mortalidade_infantil_1ano';,"SELECT AVG(s.""valor"") AS taxa_mortalidade_infantil_media FROM socioeconomico s WHERE s.""metrica"" = 'mortalidade_infantil_1ano';",True,6.87,,ablation_20260510T045032_20b0adf9_V0_GT040,results,1,1,[[19.225648114901247]],[[19.225648114901247]],"{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,{},9424,404,9828,0.00132
V0,full_pipeline,GT041,medium,Quantos hospitais atenderam casos de UTI em 2020?,"SELECT COUNT(DISTINCT ""CNES"") FROM internacoes WHERE ""VAL_UTI"" > 0 AND EXTRACT(YEAR FROM ""DT_INTER"") = 2020;","SELECT COUNT(DISTINCT i.""CNES"") AS total_hospitais FROM internacoes i WHERE i.""VAL_UTI"" > 0 AND EXTRACT(YEAR FROM i.""DT_INTER"") = 2020 GROUP BY i.""CNES"";",False,9.2,,ablation_20260510T045032_20b0adf9_V0_GT041,results,1,129,[[129]],"[[1], [1], [1], [1], [1]]","{""size_mismatch"": true, ""gt_size"": 1, ""pred_size"": 129, ""size_difference"": 128}",,{},19140,529,19669,0.002728
V0,full_pipeline,GT042,medium,Quantas internações de pacientes com mais de 70 anos ocorreram no inverno (junho a agosto)?,"SELECT COUNT(i.""N_AIH"") FROM internacoes i WHERE EXTRACT(MONTH FROM i.""DT_INTER"") BETWEEN 6 AND 8 AND i.""IDADE"" > 70;","SELECT COUNT(*) AS total_internacoes FROM internacoes WHERE ""IDADE"" > 70 AND EXTRACT(MONTH FROM ""DT_INTER"") IN (6, 7, 8);",True,8.34,,ablation_20260510T045032_20b0adf9_V0_GT042,results,1,1,[[710226]],[[710226]],"{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,{},14299,413,14712,0.001596
V0,full_pipeline,GT043,medium,Quantas internações tiveram tanto diagnóstico principal quanto secundário?,"SELECT COUNT(*) AS com_ambos_diagnosticos FROM internacoes WHERE ""DIAG_PRINC"" IS NOT NULL AND ""DIAG_SECUN"" IS NOT NULL;","SELECT COUNT(*) AS total, ""DIAG_PRINC"", ""DIAG_SECUN"" FROM internacoes WHERE ""DIAG_PRINC"" IS NOT NULL AND ""DIAG_SECUN"" IS NOT NULL GROUP BY ""DIAG_PRINC"", ""DIAG_SECUN"";",False,10.29,,ablation_20260510T045032_20b0adf9_V0_GT043,results,1,77469,[[18443084]],"[[36892, ""O998"", ""0""], [8976, ""N814"", ""0""], [5506, ""O756"", ""0""], [139080, ""K409"", ""0""], [26641, ""A083"", ""0""]]","{""size_mismatch"": true, ""gt_size"": 1, ""pred_size"": 77469, ""size_difference"": 77468}",,{},17220,512,17732,0.002017
